country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,brand_idsum,brand_idcount,brand_idmean,brand_packsum,brand_packcount,brand_packmean,brand_quantitysum,brand_quantitycount,brand_quantitymean,brand_valuesum,brand_valuecount,brand_valuemean,brand_pricesum,brand_pricecount,brand_pricemean,brand_pricesum,brand_pricecount,brand_pricemean,brand_designationsum,brand_designationcount,brand_designationmean,brand_usdsum,brand_usdcount,brand_usdmean,brand_calculatedsum,brand_calculatedcount,brand_calculatedmean,brand_calculatedsum,brand_calculatedcount,brand_calculatedmean
Tanzania,"Aurobindo Unit III, India",SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC","Aurobindo Unit III, India",SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Hetero Unit III Hyderabad IN,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Tanzania,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC","Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Tanzania,"Aurobindo Unit III, India",SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Uganda,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC","Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Guyana,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Rwanda,"Cipla, Kurkumbh, India",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,"Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Tanzania,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zimbabwe,Hetero Unit III Hyderabad IN,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Tanzania,Mylan (formerly Matrix) Nashik,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Efavirenz,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Efavirenz,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Efavirenz,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zimbabwe,Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,"Cipla, Kurkumbh, India",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC",Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Nigeria,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,Hetero Unit III Hyderabad IN,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Nigeria,"Cipla, Kurkumbh, India",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Tanzania,"Aurobindo Unit III, India",SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,"Aurobindo Unit VII, IN",SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zimbabwe,"Micro labs, Verna, Goa, India",SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zimbabwe,Ranbaxy per Shasun Pharma,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Zimbabwe,"Cipla, Kurkumbh, India",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
South Sudan,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC","Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC","Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
"Congo, DRC",Mylan (formerly Matrix) Nashik,SCMS from RDC,Lopinavir/Ritonavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Guyana,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Guyana,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Guyana,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Efavirenz,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Côte d'Ivoire,"Cipla, Patalganga, India",SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Stavudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Hetero Unit III Hyderabad IN,SCMS from RDC,Nevirapine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Ethiopia,"Aurobindo Unit III, India",SCMS from RDC,Abacavir/Lamivudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Mozambique,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
Namibia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
South Sudan,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2014,79195799,1192,66439.42869127517,80240,1192,67.31543624161074,28976662,1192,24309.28020134228,212147311.04,1192,177975.9320805369,12330.96,1192,10.34476510067114,266.05,1192,0.22319630872483223,666,1192,0.5587248322147651,236016.64,1192,198.0005369127517,3539893.2974938615,1192,2969.7091421928367,58231673.338826135,1192,48852.07494867964
