country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,vendor_idsum,vendor_idcount,vendor_idmean,vendor_packsum,vendor_packcount,vendor_packmean,vendor_quantitysum,vendor_quantitycount,vendor_quantitymean,vendor_valuesum,vendor_valuecount,vendor_valuemean,vendor_pricesum,vendor_pricecount,vendor_pricemean,vendor_pricesum,vendor_pricecount,vendor_pricemean,vendor_designationsum,vendor_designationcount,vendor_designationmean,vendor_usdsum,vendor_usdcount,vendor_usdmean,vendor_calculatedsum,vendor_calculatedcount,vendor_calculatedmean,vendor_calculatedsum,vendor_calculatedcount,vendor_calculatedmean
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Sierra Leone,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Guyana,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Swaziland,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Swaziland,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, DoubleCheck Gold Kit",DoubleCheck,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Haiti,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5177256,109,47497.76146788991,9271,109,85.05504587155963,246922,109,2265.3394495412845,20096620.5,109,184372.66513761468,7299.67,109,66.9694495412844,150.93,109,1.384678899082569,71,109,0.6513761467889908,22335.01,109,204.9083486238532,4998462.074838357,109,45857.45022787483,45116455.72458072,109,413912.4378401901
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Cameroon,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Mali,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Tanzania,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Mali,Chembio Diagnostics Sys. Inc.,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit",Clearview,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Haiti,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2013,6531625,137,47676.09489051095,12635,137,92.22627737226277,328858,137,2400.4233576642337,27157144.0,137,198227.32846715327,10163.85,137,74.18868613138686,153.99,137,1.124014598540146,120,137,0.8759124087591241,34604.9,137,252.59051094890512,6696348.396467891,137,48878.455448670735,60021686.533460155,137,438114.5002442347
